galeria_id,galeria_nombre,galeria_fecha_fundacion,galeria_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,galeria_calle_numero,galeria_colonia,galeria_cp,galeria_telefono1,pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
2094,"Galería Studio de Bosco Sodi","2023-04-05","Fundación Casa Wabi",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Sabino 336","Col. Santa María La Ribera","06400","","","",-99.15933,19.45333,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2094","2023-06-21 05:34:01-06"
696,"Galería Traeger and Pinto","1999-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Colima 179","Col. Roma","06700","55 5525 4500","https://galeriasmx.com/galerias/traeger-pinto-galeria/","traeger@traeger-pinto.com",-99.16058,19.41992,"http://sic.gob.mx/ficha.php?table=galeria&table_id=696","2021-07-13 07:53:05-05"
1540,"Galería Eugenio","2008-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Ignacio Allende 84","Centro","06010","(55) 5529 2849","","galeriaeugenio@gmail.com",-99.13723,19.44217,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1540","2021-03-01 07:21:19-06"
1175,"Galería Luis Cardoza y Aragón","2006-04-26","Centro Cultural Bella Época",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Tamaulipas 202","Col. Hipódromo Condesa","06170","55 5276 7110","","fondodeculturaeconomica.com",-99.17739,19.40722,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1175","2024-07-11 09:18:26-06"
1889,"Galería Daniel Liebsohn","2018-03-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Londres 161-49, Plaza del Ángel","Col. Juárez","06600","55 5525 2050","https://www.liebsohn.com/","galeria@liebsohn.com; daniel@liebsohn.com",-99.16579,19.42476,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1889","2025-02-11 13:32:37-06"
987,"Galería La Silvestre Atelier","2018-09-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","José Alvarado 7","Col. Roma","06700","55 1686 3622","","contacto@lasilvestre.mx",-99.16312,19.41274,"http://sic.gob.mx/ficha.php?table=galeria&table_id=987","2022-07-26 06:57:57-05"
1500,"Galería Afirme","2015-05-28","Fundación Villacero/Centro Cultural Afirme",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Plaza de la República 26 piso 1","Col. Cuauhtémoc","06030","55 5140 3000 ext. 262021","https://www.galeriaafirme.com/","herbert.perdomo@galeriaafirme.com",-99.15468,19.43527,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1500","2023-05-18 07:39:37-06"
1234,"Art Space México","2014-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Campeche 281","Col. Condesa","06100","55 1800 2003   ","","galeria.artspacemexico@gmail.com",-99.17075,19.40844,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1234","2023-03-01 05:56:19-06"
1753,"Galería Furiosa","2021-04-24","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Durango 266","Col. Roma","06700","","https://www.galeriafuriosa.com/","knock@galeriafuriosa.com",-99.17033,19.41933,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1753","2021-11-25 07:29:44-06"
1006,"Galería de Arte Machete","2012-11-14","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Córdoba 25","Col. Roma","06700","55 1394 3983","","galenamachete@gmail.com",-99.15987,19.42324,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1006","2023-10-17 04:47:18-06"
1038,"Specta Galería","2019-12-17","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Nápoles 60","Col. Juárez","06600"," 55 3506 0042","http://spectagaleria.com/","contacto@spectagaleria.com",-99.15962,19.42623,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1038","2023-05-19 04:38:14-06"
2030,"Galería de Arte Evia","1000-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc"," Tonalá 36 - 6, Plaza del Angel","Col. Roma Norte","06600","55 6229 3842","https://galeria-de-arte-evia.ueniweb.com/","joelarturo@yahoo.com",-99.16277,19.41814,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2030","2023-01-25 04:08:16-06"
959,"Galería  X Espacio de Arte","2011-02-04","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Mazatlan 5","Col. Hipódromo Condesa","06140","55 5564 5175","https://www.xespacio.mx/","info@xespacio.mx",-99.17559,19.41732,"http://sic.gob.mx/ficha.php?table=galeria&table_id=959","2023-05-18 07:19:18-06"
1695,"Galería Vórtice","2015-08-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Tabasco 210","Col. Roma","06700","55 5514 4820","https://www.galeriavortice.com/contacto/","info@galeriavortice.com ",-99.16243,19.41845,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1695","2020-12-02 04:22:21-06"
1843,"Galería GAMA CREA","2017-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Comitán 10 ","Col.  Hipódromo Condesa","06100","55 5277 8910","","contacto@gamacrea.com",-99.16955,19.40542,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1843","2021-02-15 06:05:24-06"
1646,"Angelos Gallery","2016-06-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Londres 162","Col. Juárez","06600","55 6802 0767","","galleryangelos@gmail.com",-99.16585,19.42438,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1646","2023-06-15 06:46:08-06"
1830,"Ladrón Galería","2015-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","José María Barragán núm. 383 ","Col. Buenos Aires","06780","55 4659 7253,  55 4861 8580 ","","ladrongaleria@gmail.com",-99.14667,19.40632,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1830","2023-05-19 07:03:58-06"
2049,"Caracol Púrpura Galería de Arte","1000-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Isabel La Católica 30-L17","Centro","06000","55 4338 0948","https://caracolpurpura.com.mx/","shop@caracolpurpura.com.mx",-99.13611,19.43274,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2049","2023-03-01 07:13:50-06"
1640,"Galería Artedis","1000-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Medellín 165","Col. Roma","06700","55 7090 2167","","artediscdmx@gmail.com",-99.16502,19.41283,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1640","2021-07-12 04:18:08-05"
1628,"Studio Block M74","2018-01-02","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Calle Moctezuma 64","Col. Guerrero","06300","55 5529 7958 (previa cita)","","studioblock.m74@gmail.com",-99.14236,19.44325,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1628","2021-05-12 09:04:18-05"
1619,"Licenciado Galería","2015-11-27","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Paseo de la Reforma 404 – piso 3","Col. Juárez","06600","55  6726 6400","http://licenciado.gallery/","info@conlicenciado.com",-99.17163,19.42403,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1619","2023-05-19 06:52:10-06"
1454,"Galería Klandestina","2019-05-23","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Calle Campeche 151","Col. Roma Sur","06760","55 4161 2266","","info@galeriaklandestina.com",-99.165,19.40989,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1454","2021-02-15 06:14:39-06"
1508,"Espacio Galería 1 mes 1 artista","2013-02-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Artículo 123 núm. 123","Centro","06600","55 5521 7134","https://articulo123.com/galeria/","1mes1artista@gmail.com",-99.14996,19.43335,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1508","2023-05-18 05:47:54-06"
1692,"Galería de Cine","1000-01-01","La Casa del Cine MX",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","República de Uruguay 52, piso 2","Centro","06000","55 5512 4243","http://lacasadelcine.mx/exposiciones/","redes.lacasadelcinemx@gmail.com",-99.13757,19.43083,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1692","2020-10-15 03:33:36-05"
579,"Galería Mascota","2016-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Cozumel 61 A","Col. Roma","06700","55 5414 8380","http://www.galeriamascota.com/","info@probertgaleria.com",-99.17082,19.41787,"http://sic.gob.mx/ficha.php?table=galeria&table_id=579","2020-10-20 05:39:10-05"
883,"Casa Milán, Arte y Taller","2019-10-30","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Milán 41","Col. Juárez","06170","55 1519 1214","https://casamilan.com.mx/","contacto@casamilan.com.mx",-99.15678,19.43037,"http://sic.gob.mx/ficha.php?table=galeria&table_id=883","2023-05-18 05:04:48-06"
832,"Galería Toca","2009-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Colima 174 esq. Orizaba","Col. Roma Norte","06700","55 5525 7614","","info@tocagaleria.com",-99.15981,19.41969,"http://sic.gob.mx/ficha.php?table=galeria&table_id=832","2021-03-03 04:21:44-06"
1675,"Galería Kino","2019-01-01","Cine Tonalá",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Calle Tonalá 261","Col. Roma Sur","06700","55 6891 7100","https://www.kinotonala.com","kinotonala@gmail.com",-99.16052,19.40883,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1675","2021-03-01 07:37:31-06"
1330,"ATEA, Arte","2011-11-04","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Topacio 25, piso 1","Centro","06010","55 5542 6098","https://ateacdmx.org/","ateacdmx@gmail.com",-99.12835,19.42508,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1330","2023-05-18 04:51:55-06"
186,"Galería Casa de Francia","1994-01-01","Centro Cultural Casa de Francia/Embajada de Francia",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Havre 15","Col. Juárez","06600"," 55 5566 0777","https://mx.ambafrance.org/Casa-de-Francia-Biblioteca-Mediateca-Galeria","contacto@casadefranciadigital.org.mx",-99.16228,19.42824,"http://sic.gob.mx/ficha.php?table=galeria&table_id=186","2022-11-25 04:00:11-06"
2134,"Galería Latinou","2019-01-01","Artlatinou, S.A.P.I de C.V",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Colima 29","Col. Roma Norte","06700","55 8205 0660","https://artlatinou.com/es","gallery@artlatinou.com; communications@artlatinou.com",-99.15503,19.42119,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2134","2025-02-26 12:08:29-06"
2125,"El Conejo de la Luna","2024-08-08","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Álvaro Obregón 6A","Roma Norte","06700","","","",-99.15448,19.41911,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2125","2024-08-27 13:08:35-06"
1634,"Hydra, Fotografía contemporánea en México","2013-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Tampico 33","Col. Roma Norte","06700","55 6819 9872","https://hydra.lat/pages/nosotros_si","enlace@lahydra.lat",-99.17518,19.41918,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1634","2021-05-18 08:12:14-05"
1005,"Marso Galería Arte Contemporáneo","2012-11-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Berlín 37 ","Col.  Juárez ","06600","55 6276 2275","","info@marso.com.mx",-99.15657,19.42636,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1005","2023-10-17 05:12:43-06"
1318,"Galería Daniela Elbahara","2019-02-28","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Huichapan 1","Col. Condesa","06100","55 2120 9111","https://danielaelbahara.com/About","danielaelbahara@gmail.com;  f.covarrubias@danielaelbahara.com",-99.16891,19.41613,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1318","2025-02-12 13:31:45-06"
2092,"Galería Naranjo 141","2023-05-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Calle Naranjo 141","Col. Santa María La Ribera","06400","","https://www.naranjo141.com/home","ashley@naranjo141.com",-99.15848,19.4501,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2092","2023-06-16 03:01:08-06"
1062,"Galería Hispánica Contemporánea México","2013-10-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Guadalajara 88","Col. Roma","06700","55 5211 4087","","elena@galeriahispanica.es",-99.17184,19.41629,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1062","2023-01-03 03:47:38-06"
1625,"Galería  Cordourier","1000-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Niza 23","Col. Juárez","06600"," 55 3194 0773","https://es-la.facebook.com/Galer%C3%ADa-Cordourier-1722581807981614/","juancordourierv@icloud.com",-99.16301,19.42737,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1625","2023-08-08 03:00:28-06"
1414,"Galería Breve","2012-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Berlín 37","Col. Juárez","06600","55 3045 1249","","info@galeriabreve.com       ",-99.15678,19.42627,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1414","2021-05-11 08:29:22-05"
1493,"Dos Quince Galería","2014-11-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Guanajuato 215","Col. Roma Norte","06700","55 6729 3389","https://cargocollective.com/dosquincegaleria/estudio-galeria","galeria.dosquince@gmail.com",-99.16405,19.41599,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1493","2023-05-18 05:28:06-06"
1399,"Lodos Galería de Arte","2013-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Turín 38 B","Col. Juárez","06600","55 2121 6765","https://lodosgallery.info/es/","info@lodosgallery.info",-99.15533,19.42663,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1399","2024-11-25 12:53:27-06"
144,"Galería Casa Lamm","1993-01-01","Centro de Cultura Casa Lamm",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Álvaro Obregón 99, planta alta","Col. Roma","06700","55 5525 1332","","galeriacl@casalamm.com.mx ",-99.15959,19.41853,"http://sic.gob.mx/ficha.php?table=galeria&table_id=144","2025-05-22 11:20:41-06"
1494,"Galería Planta Baja","2018-09-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Calle Repúbica de Cuba 41","Centro","06000","","","galeriaplantabaja41@gmail.com",-99.13753,19.43716,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1494","2021-07-13 09:20:31-05"
499,"Galería José García","2015-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Sabino 276","Col. Santa María  la Ribera","06400","55 5207 6883","http://josegarcia.mx/","info@josegarcia.mx",-99.15907,19.4542,"http://sic.gob.mx/ficha.php?table=galeria&table_id=499","2020-04-21 13:58:27-05"
1595,"Galería Terreno Baldío","2013-01-01","Privada",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Orizaba 177","Col. Roma","06700","55 6395 1101","https://terrenobaldio.com/","recepcion@terrenobaldio.com",-99.15904,19.41439,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1595","2025-02-26 13:08:48-06"
2018,"Galería Montón","2022-09-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Calle Salamanca 11","Col. Roma Norte","06700"," 55 3332 1270","","info@galeriaunion.art",-99.17029,19.42152,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2018","2023-10-17 04:59:18-06"
673,"Galería Campeche","2021-08-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Campeche 130","Col. Roma Sur","06700","","https://galeriacampeche.com/es/viewing-room/","fatima @ galeriacampeche.com",-99.16441,19.41008,"http://sic.gob.mx/ficha.php?table=galeria&table_id=673","2023-06-16 04:53:12-06"
1168,"Galería PEQUOD CO.","2020-06-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Lancaster 29","Col. Juárez","06600","55 2462 0103","https://www.pequodco.com/","paulina@pequodco.com",-99.16771,19.42552,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1168","2025-02-19 12:18:11-06"
1205,"Jardín del Arte Sullivan","1958-01-01","Asociación Jardín del Arte A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Calz. Manuel Villalongín 46","Col. San Rafael","06500","","","",-99.16228,19.43297,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1205","2024-08-19 10:21:44-06"
1405,"Galería Central","1975-01-01","Museo Universitario  del Chopo",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Dr. Enrique González Martínez 10 ","Col. Santa María la Ribera","06400","55 5546 3471","http://www.chopo.unam.mx/ahora.html","",-99.15676,19.44186,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1405","2020-10-20 04:00:20-05"
611,"Galería Windsor","1000-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Hamburgo 224","Col. Juárez","06600","55 5525 2881","https://www.galeriawindsor.mx/","galeriaw@mail.com",-99.16901,19.42362,"http://sic.gob.mx/ficha.php?table=galeria&table_id=611","2020-04-21 14:24:03-05"
1835,"Llano","2020-12-15","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Dr. Erazo 172","Col. Doctores","06400","","https://llano.mx/info/?lang=esp","info@llano.mx",-99.14851,19.41788,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1835","2023-05-19 06:46:07-06"
2028,"Galería Chic by Accident","2020-12-08","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Orizaba 28","Col. Roma Norte","06700","55 8117 1140","https://www.chicbyaccident.com/","hello@chicbyaccident.com",-99.16061,19.42249,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2028","2023-10-17 04:44:03-06"
1862,"KYA Arte & Diseño Contemporáneo","2013-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Doctor Olvera 89 -14","Col. Doctores","06720","55 3252 9760","","kyakiff@gmail.com",-99.14606,19.41555,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1862","2023-05-19 07:45:10-06"
283,"Galería Pública Involuntary México","2019-09-04","Gobierno de la Ciudad de México/Estación del metro Bellas Artes",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc"," Calle Hidalgo s/n","Centro Histórico","06470","","","",-99.14118,19.43564,"http://sic.gob.mx/ficha.php?table=galeria&table_id=283","2021-07-14 05:31:18-05"
1022,"Galería Abraham Zabludosky","1946-01-01","Secretaría de Cultura/Biblioteca de México José Vasconcelos",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Plaza de la Ciudadela 4","Centro","06040","55 4155 0830","https://www.bibliotecademexico.gob.mx/info_detalle_mx.php?id=89&area=SC","social_mediabm@cultura.gob.mx",-99.14924,19.42862,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1022","2023-05-18 07:26:35-06"
1313,"La Trampa Gráfica Contemporánea","2009-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Aldaco s/n esq. Vizcaínas","Centro","06080","55 5510 8887","http://latrampagrafica.wordpress.com","latrampa.grafica@gmail.com",-99.14119,19.42886,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1313","2023-05-19 07:05:57-06"
1659,"Galería de Arte  del Centro Cultural de México Contemporáneo","2006-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Leandro Valle 20","Centro","06020","55 5529 1567",""," info.mx@aecid.es",-99.13424,19.43896,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1659","2023-04-27 03:09:38-06"
187,"Galería Metropolitana","1974-01-01","UAM/Coordinación General de Difusión",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Medellín 28","Col. Roma","06700","55 5511 0809","http://www.uam.mx/_serv_comunidad/centros_culturales.html","comunicacionyenlace.dav.uam@gmail.com",-99.16678,19.42137,"http://sic.gob.mx/ficha.php?table=galeria&table_id=187","2024-10-03 12:04:25-06"
934,"Galería  La 77","2010-07-01","Hotel boutique El Patio 77",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Joaquín García Icazbalceta 77","Col. San Rafael","06470","55 8122 6340","","la77galeria@gmail.com",-99.16385,19.44162,"http://sic.gob.mx/ficha.php?table=galeria&table_id=934","2023-05-18 06:57:03-06"
2026,"Galería de arte contemporáneo Mariane Ibrahim","2023-02-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Río Pánuco 36","Col. Cuauhtémoc","06500","55 2580 9822","https://marianeibrahim.com/contact/","mexicodf@marianeibrahim.com ",-99.16443,19.43195,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2026","2024-07-02 15:07:37-06"
701,"Salón Silicón","2002-10-04","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Tehuantepec 223","Col. Roma Sur","06760","55 4044 0829","https://www.salonsilicon.com/","info@salonsilicon.com",-99.16696,19.40418,"http://sic.gob.mx/ficha.php?table=galeria&table_id=701","2023-05-19 04:59:14-06"
629,"La Buena Estrella","2012-06-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Manuel M. Contreras 71-3","Col. San Rafael","05470","55 6267 1606","","labuenaestrella.arte@gmail.com",-99.16528,19.43776,"http://sic.gob.mx/ficha.php?table=galeria&table_id=629","2023-05-19 07:39:13-06"
1908,"Coordenada Azul, galería al aire libre","2016-04-30","Universidad La Salle, A.C. ",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Benjamín Franklin 45","Col. Condesa","06140","55 5278 9500","","adriana.hernandez@lasalle.mx; sachi.uchisato@lasalle.mx",-99.18156,19.40738,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1908","2023-04-27 03:02:09-06"
1236,"Galería White Cremnitz","2014-05-08","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Bolívar 87 C","Centro","06080","044 55 2699 0710","http://www.whitecremnitz.com","info@whitecremnitz.com",-99.13919,19.42848,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1236","2020-04-23 13:21:39-05"
1694,"Galería Almanaque, Fotografía Contemporánea","2016-02-01","Particular",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Colima 101 A","Col. Roma Norte","06700","55 5511 8389","http://www.almanaquefotografica.com/","almanaque@almanaquefotografica.com",-99.15732,19.42057,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1694","2025-02-18 13:28:53-06"
1648,"Galería Panteón","2016-01-28","Gobierno de la Cudad de México/Centro Cultural Panteón",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Donceles 64","Centro","06600","55 5264 2095","https://panteon.negocio.site/","infopanteonmx@gmail.com",-99.13508,19.43628,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1648","2021-07-13 09:22:33-05"
185,"Galería Arvil","1969-05-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Cda. de Hamburgo 7","Col. Juárez","06600","55 5207 2820","http://www.arvil.com.mx","arvil@arvil.com.mx",-99.1664,19.42556,"http://sic.gob.mx/ficha.php?table=galeria&table_id=185","2023-10-10 08:27:24-06"
1017,"Galería Rullán","2010-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Insurgentes Sur 132","Col. Tabacalera","06030","55 5566 5806","","galeriaullan@hotmail.com",-99.15817,19.43341,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1017","2020-04-22 03:26:36-05"
1553,"Galería Art Point","2011-09-09","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc"," Campeche 362","Col.  Hipódromo,","06100","55 3467 6929","https://artpointpolanco.com/home/","contacto@artpointpolanco.com",-99.17435,19.40926,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1553","2023-05-18 08:52:13-06"
1888,"Galería Yawí","1000-01-01","Calpulli Netzahualcóyotl S.C.de R.L. de C.V.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Monte de Piedad 15 -108","Centro Histórico","06000","55 2898 6634","","arteyawi@gmail.com",-99.13434,19.43335,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1888","2022-07-26 07:11:29-05"
722,"Galería Arredondo/Arozarena","2010-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Praga 27","Col. Juárez","06000","55 5514 9616","http://www.arredondoarozarena.com/","info@arredondoarozarena.com",-99.16964,19.42421,"http://sic.gob.mx/ficha.php?table=galeria&table_id=722","2025-02-10 12:30:19-06"
1011,"Galería Goya","2014-02-01","Foro Cultural Goya",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Chapultepec 151, int. 16","Col. Juárez","06700","55 4444 2299","","galeriagoya@hotmail.com",-99.15647,19.42697,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1011","2020-11-06 06:22:50-06"
1847," Galería de Arte Memorias de Utopía ","2016-01-01","Corporativo Pascual",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Clavijero 60","Col. Tránsito","06840"," 55 5132 0830","https://www.fundacionpascual.com/galeria-memorias-de-utopia/","fundacionpascual@prodigy.net.mx  ",-99.12936,19.42044,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1847","2023-03-01 05:39:29-06"
66,"Galería López Quiroga","1980-01-30","",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Aristóteles 169 esq. Horacio ","Col. Polanco","11550","55 5280 1710","","info@lopezquiroga.com; galerialopezquiroga@gmail.com",-99.1932,19.43331,"http://sic.gob.mx/ficha.php?table=galeria&table_id=66","2022-05-20 08:24:07-05"
179,"ESPAC Espacio de Arte Contemporáneo ","2015-01-01","",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Goethe 130","Col. Anzures","11590","55 2624 0767","https://espac.org.mx/","Info@espac.org.mx",-99.17542,19.43304,"http://sic.gob.mx/ficha.php?table=galeria&table_id=179","2025-02-19 17:34:40-06"
637,"Galería Sergio Bustamante","1975-01-01","",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Campos Eliseos 218 (Hotel Presidente) local A-2","Col. Polanco","11560","55 5280 1605","http://www.sergiobustamante.com.mx","hotelpresidente@sergiobustamante.com.mx",-99.19588,19.427,"http://sic.gob.mx/ficha.php?table=galeria&table_id=637","2020-04-20 10:40:38-05"
