casa_artesania_id,casa_artesania_nombre,casa_artesania_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,casa_artesania_calle_numero,casa_artesania_colonia,casa_artesania_cp,casa_artesania_telfono1,pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
90,"Productos Típicos Mexicanos","María del Carmen Ruiz Villegas",20,"Oaxaca",67,"Oaxaca de Juárez",1,"Oaxaca de Juárez","Av. Belisario Dominguez 602","Col. Reforma","68050","","","",-96.72446,17.08911,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=90","2018-05-30 12:27:51-05"
121,"Casa de Artesanías Maprotierra","Maestros Oaxaqueños del Arte Popular, A.C.",20,"Oaxaca",67,"Oaxaca de Juárez",1,"Oaxaca de Juárez","Matamoros 105-A","Centro","68000","","http://www.casadelasartesanias.com.mx","maestros@casadelasartesanias.com.mx",-96.71674,17.09091,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=121","2018-05-28 13:17:20-05"
87,"Casa de las Artesanías de Oaxaca","Maestros Oaxaqueños del Arte Popular, A.C.",20,"Oaxaca",67,"Oaxaca de Juárez",1,"Oaxaca de Juárez","Matamoros 105","Centro","68000","","","casaarteoaxaca@gmail.com",-96.725,17.06404,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=87","2025-06-09 17:04:00-06"
247,"Talavera Celia","Consejo Regulador de la Talavera",21,"Puebla",0,"Total de la entidad Puebla",0,"Total de la Entidad","Manzano 10","Arboledas de Guadalupe ","72260","","www.talaveracelia.com","taller@tiendatalaveracelia.com.mx",-98.17699,19.05651,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=247","2018-08-14 07:39:49-05"
147,"Casa de Artesanías Talavera de La Luz","Talavera de La Luz, S.A ",21,"Puebla",0,"Total de la entidad Puebla",0,"Total de la Entidad","Juan de Palafox y Mendoza 1413","Centro Histórico","72000","","https://www.talaveradelaluz.com/","ventas@talaveradelaluz.com",-98.18939,19.03974,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=147","2023-12-06 03:22:18-06"
225,"Casa del Artesano Acatlán","Exposición, evento y fabricación de artesanías de barro",21,"Puebla",3,"Acatlán",1,"Acatlán de Osorio","Av. Juárez","Centro","74949","","","",-98.04844,18.20192,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=225","2019-04-18 20:07:19-05"
269,"Herrería artesanal para cabalgadura Carlos Rodríguez","Particular",21,"Puebla",15,"Amozoc",1,"Amozoc de Mota","Calle 3 Norte 409","Barrio de San Miguel","72980","","https://www.mixcloud.com/RadioBUAP/mar%C3%ADa-merced-rodr%C3%ADguez_libro-amozoc-y-su-patrimonio-la-herrer%C3%ADa-artesanal-para-cabalgadura/","",-98.04472,19.04461,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=269","2022-08-29 04:57:05-05"
276,"Alfarería","",21,"Puebla",16,"Aquixtla",15,"El Terrero","","","73620","","","",-97.95333,19.78684,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=276","2021-02-02 15:05:21-06"
272," Barro cocido Eligia Luna Genis","Taller individual ",21,"Puebla",33,"Cohuecan",1,"Cohuecan","Josefa Ortíz de Dominguez s/n","Barrio de San Miguel ","74520","","","eligiainicial@gmail.com",-98.72028,18.78321,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=272","2022-08-29 05:16:06-05"
264,"Esferas artesanales de vidrio soplado de Chignahuapan, Puebla","Particular",21,"Puebla",53,"Chignahuapan",1,"Ciudad de Chignahuapan","Plaza de la Constitución s/n","Centro","73300","","","",-98.03083,19.83822,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=264","2022-08-29 05:14:33-05"
242,"Xochiquetzal","",21,"Puebla",109,"Pahuatlán",1,"Ciudad de Pahuatlán de Valle","2 de abril s/n","Centro","73100","","","xochiquetzalpahuatlan@outlook.com",-98.15011,20.27646,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=242","2019-04-18 20:11:46-05"
241,"Huarachería Jimenez","",21,"Puebla",109,"Pahuatlán",1,"Ciudad de Pahuatlán de Valle","2 de abril s/n","Centro","73100","","","",-98.15099,20.2758,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=241","2019-04-18 20:09:44-05"
237,"La Serrana","",21,"Puebla",109,"Pahuatlán",1,"Ciudad de Pahuatlán de Valle","Calle 5 de Mayo  2","Centro","73100","","","",-98.15011,20.27646,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=237","2019-04-18 20:10:24-05"
238,"Casa Cruz","",21,"Puebla",109,"Pahuatlán",1,"Ciudad de Pahuatlán de Valle","Calle Portal Zaragoza N°3","centro","73100","","http://artecruztalavera.com/","",-98.15052,20.27589,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=238","2019-04-18 20:08:51-05"
240,"Sombrereria Pérez","",21,"Puebla",109,"Pahuatlán",1,"Ciudad de Pahuatlán de Valle","5 de Mayo 2","centro","73100","","","",-98.15011,20.27646,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=240","2019-04-18 20:11:38-05"
239,"Casa León","",21,"Puebla",109,"Pahuatlán",1,"Ciudad de Pahuatlán de Valle","Calle 5 de Mayo 3","Centro","73100","","","",-98.15011,20.27646,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=239","2019-04-18 20:09:36-05"
245,"FÁBRICA DE VIDRIO LA LUZ","",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","3 Ote, 1018 ","Analco ","72000","","www.laluzfabricadevidrio.com.mx","fabrica_laluz@hotmail.com.mx",-98.19215,19.04045,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=245","2018-08-14 06:55:19-05"
161,"Casa de artesanías Cihuamet","Cihuamet, A.C.",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Juan de Palafox y Mendoza 206","Centro Histórico","72000","","http://www.puebla.travel/es/ver-hacer/propuestas-de-compras/item/casa-de-artesanias-cihuamet","",-98.19714,19.0437,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=161","2019-04-18 20:11:50-05"
151,"Casa de Artesanías Uriarte Talavera, Sucursal Puebla","Arte en Talavera Casas y Uriarte, S.A. de C.V.",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Av. 4 Poniente 911","Centro Histórico","72000","","http://www.uriartetalavera.com.mx/","contacto@uriartetalavera.com.mx ",-98.20505,19.04967,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=151","2025-06-18 10:47:41-06"
251,"Talavera de la Luz","Talavera de La Luz, S.A ",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Juan de Palafox y Mendoza 1413","Centro Historico","72000","","http://www.talaveradelaluz.com/","contacto@talaveradelaluz.com.mx",-98.18964,19.03974,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=251","2018-08-14 08:29:30-05"
153,"Casa de Artesanía Talavera La Concepción","Talabera La Concepción, S. de R.L. MI.",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Calle 27 Sur 1114","Centro Histórico","72000","","https://concepcionceramica.com/","concepcionceramica@gmail.com",-98.22062,19.05007,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=153","2024-11-25 13:14:48-06"
146,"Casa de Talavera Celia","Casa Celia Talavera Poblana",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Calle 5 Ote. 608","Centro Histórico","72000","","http://www.talaveracelia.com/","taller@talaberacelia.com; irvinggc@prodigy.net.mx",-98.19722,19.04399,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=146","2021-07-21 04:32:03-05"
248,"TALAVERA ARMANDO","CONSEJO REGULADOR DE LA TALAVERA",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","6 Nte. 402","Centro","72000","","http://www.talaverarmando.com.mx/","armando@prodigy.com.mx",-98.19802,19.04373,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=248","2018-08-14 07:15:46-05"
149,"Casa de Artesanías Talavera Santa Catarina","María Enriqueta Gamboa Cerdán",21,"Puebla",119,"San Andrés Cholula",1,"San Andrés Cholula","Prol. 14 Ote. 1402","San Juan Aquiahuac","72810","","http://talaverastacatarina.com/","capasso@prodygi.net.mx",-98.28761,19.05283,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=149","2019-04-19 07:51:21-05"
227,"Xelhua","Privado",21,"Puebla",119,"San Andrés Cholula",1,"San Andrés Cholula","Av. Morelos 415","Centro","72760","","","",-98.31432,19.03035,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=227","2019-04-19 07:56:14-05"
148,"Casa de Artesanías Talavera de la Reyna","Talareyna, S.A. de C.V.",21,"Puebla",119,"San Andrés Cholula",1,"San Andrés Cholula","Lateral Sur 3510, Rrecta a Cholula","Cholula","72810","","http://talaveradelareyna.com.mx/","ventas@talaveradelareyna.com.mx; rp@talaveradelareyna.com.mx",-98.30056,19.05094,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=148","2025-05-16 08:54:00-06"
226,"Kavan","Privado",21,"Puebla",119,"San Andrés Cholula",1,"San Andrés Cholula","Av. Morelos 407-B","Centro","72760","","","",-98.31432,19.03035,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=226","2019-04-19 07:54:22-05"
200,"La Pirámide","Privada",21,"Puebla",140,"San Pedro Cholula",27,"San Gregorio Zacapechpan","Av. Morelos  416","Centro ","72760","","https://www.facebook.com/pages/category/Household-Supplies/Artesan%C3%ADas-la-piramide-977021159055311/","jmltz@hotmail.com",-98.33479,19.04812,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=200","2019-04-19 07:56:07-05"
255,"Papel Picado Artevic","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Camino 12 de Octubre Nte.","Barrio de San Antonio","75440","","http://www.papelpicadoartevicgrupo.com.mx/","arte-vic@hotmail.com",-97.76556,18.92111,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=255","2019-04-19 08:28:07-05"
259,"Papel Picado a la Mexicana","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Av. Zaragoza s/n","Barrio la Candelaria","75440","","http://papelpicadoalamexicana.com/","",-97.76864,18.92304,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=259","2019-04-19 07:57:25-05"
258,"Papel Picado Campechanos","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Av. 16 de Septiembre Nte. 518","Barrio San Martin","75440","","https://papelpicadocampechanos.com/","",-97.77181,18.91744,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=258","2019-04-19 08:28:10-05"
254,"Papel Picado ARTEMEX","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Av. 16 de Septiembre Nte. 406","Barrio de San Antonio","75440","","https://www.papelpicadoartemex.com/","",-97.76852,18.92293,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=254","2019-04-19 07:57:43-05"
253,"Piñatas Rey David","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Francisco Javier Mina 10","Barrio de San Antonio","75440","","https://www.facebook.com/artesanias.rey.david.huixcolotla/","",-97.76694,18.92169,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=253","2019-04-19 08:28:18-05"
252,"Centro Artesanal Huixco","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Av. Zaragoza 23","Barrio San Martin","75440","","https://www.facebook.com/Centro-Artesanal-Huixco-1663686907221028/","diana_vivanco@hotmail.com",-97.77166,18.91882,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=252","2019-04-19 07:56:32-05"
256,"DECORAMEC Papel Picado","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Av. 5 de Mayo Sur 130","Barrio de San Antonio","75440","","https://www.papelpicadodecoramec.com/","decoramec@hotmail.com",-97.76814,18.92073,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=256","2019-04-19 07:57:10-05"
257,"Papel Picado Patiño","",21,"Puebla",144,"San Salvador Huixcolotla",1,"San Salvador Huixcolotla","Av. 5 de Mayo Sur 104 ","Barrio de San Antonio","75440","","http://www.papelpicadopatino.com.mx/","arteydecoracionpatino@hotmail.com",-97.76856,18.92006,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=257","2025-06-09 17:10:49-06"
270,"Artesanía en Ónix Tecali de Herrera","Ayuntamiento de Tecali de Herrera",21,"Puebla",153,"Tecali de Herrera",1,"Tecali de Herrera","Av. Rafael Cortés Ote. 7","Centro","75240","","http://www.reconoce.mx/el-arte-de-labrar-el-onix-por-artesanos-poblanos/","",-97.96889,18.90103,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=270","2022-08-29 04:50:52-05"
160,"Casa de Artesanías Mex-Mar","Dalia María Cruz López",21,"Puebla",156,"Tehuacán",0,"Total del Municipio","7 Pte. 847","El Riego","75763","","https://www.facebook.com/pages/MEX-MAR-Artesan%C3%ADas-de-%C3%93nix-M%C3%A1rmol/190738257668217?sk=timeline&ref=page_internal","artemexmar@hotmail.com",-97.40621,18.45721,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=160","2024-04-05 13:55:37-06"
136,"Tienda de Artesanías IAIP, Sucursal Tehuacán","Gobierno del Estado de Puebla/Instituto de Artesanías e Industrias Populares del Estado de Puebla",21,"Puebla",156,"Tehuacán",1,"Tehuacán","Centro Comercial El Paseo, Calz. Adolfo López Mateos 3800 local 5","Col. San Lorenzo Teotipilco","75855","","","iaip@puebla.gob.mx",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=136","2022-08-29 05:24:28-05"
266,"Bordados tradicionales Guadalupe Reyes Fosado","Particular",21,"Puebla",162,"Tepango de Rodríguez",1,"Tepango de Rodríguez","Av. 13 de junio 71","Col. 4ta. Sección ","73370","","","",-97.79611,20.00281,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=266","2022-08-29 06:16:18-05"
267,"Joyería artesanal orgánica Marcelo Mateo González ","Particular",21,"Puebla",162,"Tepango de Rodríguez",1,"Tepango de Rodríguez","Ignacio Zaragoza s/n","Col. 2da. Sección ","73370","","","",-97.79611,20.00281,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=267","2022-08-29 06:24:26-05"
274,"Tejidos y bordados María González Peña ","Particular",21,"Puebla",162,"Tepango de Rodríguez",1,"Tepango de Rodríguez","Ignacio Zaragoza s/n","Col. 2da. Sección ","73370","","","",-97.79611,20.00281,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=274","2022-08-29 06:30:12-05"
268,"Bordado tradicional María Teresa Francisco Pérez ","Particular",21,"Puebla",162,"Tepango de Rodríguez",1,"Tepango de Rodríguez","Cam. a los potreros s/n","Col. 2da. Sección ","73370","","","",-97.79611,20.00281,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=268","2022-08-29 05:25:31-05"
260,"Jorongos Leo Salvador Marín ","particular",21,"Puebla",162,"Tepango de Rodríguez",1,"Tepango de Rodríguez","5 de mayo 86","2da sección ","73370","","","",-97.79611,20.00281,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=260","2019-07-28 16:47:52-05"
263,"Bordados tradicionales Micaela María Pérez Marín ","Particular",21,"Puebla",162,"Tepango de Rodríguez",1,"Tepango de Rodríguez","Calle 13 de junio 31","Col. 2da. Sección","73370","","","",-97.79611,20.00281,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=263","2022-08-29 06:15:27-05"
261,"Confección de vestuario para danzantes María Isabel Márquez Rosales ","Particular",21,"Puebla",162,"Tepango de Rodríguez",1,"Tepango de Rodríguez","Cam. a Tonalixco s/n","Col. 4ta. Sección ","73370","","","",-97.79611,20.00281,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=261","2022-08-29 06:21:32-05"
265,"Artemali Ocoxal","Asociación de Artesanos, A.C.",21,"Puebla",163,"Tepatlaxco de Hidalgo",1,"Tepatlaxco de Hidalgo","3 Sur 519","","75100","","www.artemali.com.mx","artemali.ocoxal@gmail.com",-97.96639,19.0773,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=265","2019-07-18 08:34:30-05"
235,"Ma-Xicotl ","Privado",21,"Puebla",197,"Xicotepec",1,"Xicotepec de Juárez","Vicente Suaréz","Centro","73080","","","nilorivera@hotmail.com",-97.95947,20.27982,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=235","2019-04-19 08:28:30-05"
234,"Villa Garabatos","Privada",21,"Puebla",197,"Xicotepec",1,"Xicotepec de Juárez","Av. 2 de Abril 173","Centro","73080","","Facebook: Villa Garabatos","lau.villagarabatos@hotmail.com",-97.95853,20.26985,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=234","2019-04-19 08:28:33-05"
236,"Arte-Madera","Particular",21,"Puebla",197,"Xicotepec",1,"Xicotepec de Juárez","Blvd. Benito Juárez Nte. 246","Col. 5 de Mayo","73080","","","arte_madera83@hotmail.com",-97.96476,20.27354,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=236","2022-08-29 05:22:19-05"
211,"Telar Rústico Valerio","",21,"Puebla",207,"Zacapoaxtla",1,"Zacapoaxtla","Abraham Sosa Núm 21","Centro ","73680","","","",-97.58734,19.87867,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=211","2019-04-19 08:28:39-05"
27,"Casa Queretana de Artesanías","Gobierno del Estado de Querétaro/Secretaría de Desarrollo Sustentable",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","And. Libertad 52","Centro Histórico","76000","","http://artesanias.queretaro.gob.mx/","hola@artesanias.queretaro.mx",-100.39001,20.59253,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=27","2017-03-29 07:42:03-06"
229,"Tienda de máscaras ","Colección Persona Física",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Catalina 418-C","Col. Ex Hacienda el Tintero","76134","","","holverajuarez1@hotmail.com",-100.43557,20.60667,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=229","2017-03-29 07:37:37-06"
15,"La Campana","",24,"San Luis Potosí",3,"Aquismón",1,"Aquismón","Damián Carmona esq. Juárez","Centro","79000","","","",-99.01978,21.62116,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=15","2019-11-05 05:44:52-06"
16,"Tenek They Xe´est","",24,"San Luis Potosí",3,"Aquismón",1,"Aquismón","Juárez 518","Centro","79060","","","",-99.02119,21.62309,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=16","2019-11-05 06:08:21-06"
5,"Artesanías Don Juan","Juan Martínez García",24,"San Luis Potosí",3,"Aquismón",1,"Aquismón","Francisco Javier Mina 507","Centro","79760","","","",-99.01979,21.62157,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=5","2019-11-05 05:12:07-06"
126,"Artesanías Pueblo Viejo","Juan Manuel del Monte Arellano",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Zaragoza s/n","Centro","58550","","","",-100.88811,23.69072,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=126","2019-11-08 04:37:38-06"
19,"La Catorceña Artesanias","Particular",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Lanzagorta 27","Centro","78550","","","",-100.88596,23.68987,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=19","2024-11-26 13:49:16-06"
122,"Artesanías El Tipi","Mercedes Martha Aquino Sánchez",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Zapata 1 B","Plaza Hidalgo","78550","","http://realdecatorce.info/el-tipi-arte-en-piel.html","",-100.88785,23.68989,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=122","2023-12-07 08:14:46-06"
4,"Regalo de Dios","",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Hidalgo 20","Centro","78550","","","",-100.88699,23.69007,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=4","2024-06-04 08:30:02-06"
3,"El Corazón del Desierto","",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Zaragoza 9","Centro","78550","","","",-100.88776,23.69017,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=3","2019-11-06 04:33:36-06"
17,"Artesanías La Luna Platería","Humberto Fernández Tristán",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Zaragoza esq. con Lanzagorta s/n","Centro","78550","","http://www.hotelelreal.com","reservaciones@hotelelreal.com",-100.88789,23.69006,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=17","2019-11-08 04:35:38-06"
18,"Bazar El Gitano","Privada",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Lanzagorta 17-B","Centro","78550","","","",-100.88632,23.69034,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=18","2019-11-05 07:23:52-06"
1,"Catorce Artesanías Metzeri","Particular",24,"San Luis Potosí",6,"Catorce",1,"Real de Catorce","Lanzagorta 17","Centro","78550","","","anita_garcía@correo.unam.mx",-100.88681,23.68981,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=1","2019-11-08 04:40:27-06"
78,"Taller de Platería","Privada",24,"San Luis Potosí",9,"Cerro de San Pedro",1,"Cerro de San Pedro","Benito Juárez","Centro","78440","","","",-100.80078,22.21563,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=78","2019-11-06 06:16:55-06"
77,"Museo de Rocas, Minerales y Artesanías","Privada",24,"San Luis Potosí",9,"Cerro de San Pedro",1,"Cerro de San Pedro","Juárez 20","Centro","78440","","","",-100.80053,22.21705,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=77","2019-11-06 06:05:38-06"
14,"Casa de Artesanía Caich A.C.","El Caich, A.C.",24,"San Luis Potosí",18,"Huehuetlán",2,"Chununtzén Uno","Carr. México-Laredo Km. 314","","79893","","","caichac@hotmail.com",-98.97956,21.4893,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=14","2019-11-06 07:56:58-06"
194,"Tienda FONART SLP","Fondo Nacional para el Fomento de las Artesanías",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Aldama 300","Centro Histórico","78000","","http:www.fonart.gob.mx","tda_slp@fonart.gob.mx",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=194","2019-11-07 06:39:24-06"
124,"Artesanías del Carmen","Humberto Morones Calderón",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Escobedo 305","Centro Histórico","78000","","https://es-la.facebook.com/people/Artesanias-Carmen-San-Luis/100010358953041","memomorones@hotmail.com",-100.97461,22.15111,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=124","2019-11-07 05:20:08-06"
191,"Artesanías Equinoccio","Privada",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Aldama 410","Zona Centro ","78000","","","",-100.97723,22.15014,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=191","2019-11-06 08:56:18-06"
123,"Artesanías Las Sevillanas de San Luis Potosí","Sonia Rodríguez Castillo",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Av. Nicolás Zapata 305","Col. Tequisquiapan","78232","","","sevillana_slp@hotmail.com",-100.98578,22.15411,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=123","2019-11-06 08:56:59-06"
65,"Rebozos y Artesanías de Santa María del Río","Privada",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Escobedo 305-4<br>Plaza del Carmen","Zona Centro","78000","","","",-100.97462,22.15103,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=65","2019-11-07 07:07:46-06"
125,"Artesanías Rosa Mexicano","Humberto Morones Calderón",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Escobedo 305 ","Zona Centro","78000","","","",-100.97454,22.15108,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=125","2019-11-07 05:28:04-06"
81,"Casa del Artesano","Gobierno del Estado de San Luis Potosí/Secretaría de Desarrollo Económico",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Jardín Colón 23 ","Centro","78000","","https://es-la.facebook.com/pages/La-Casa-del-Artesano-SLP/209711782467534","artesanluis@slp.gob.mx; info@elrebozo.gob.mx",-100.97509,22.14648,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=81","2019-11-07 05:35:16-06"
142,"Escuela del Rebozo","Gobierno del Estado de San Luis Potosí/Secretaría de Desarrollo Económico",24,"San Luis Potosí",32,"Santa María del Río",1,"Santa María del Río","Pascual M. Hernández 85","Centro","79560","","https://www.facebook.com/pages/Escuela-del-Rebozo-Santa-Mar%C3%ADa-del-R%C3%ADo-SLP/477298152289080","artesanluis@slp.gob.mx",-100.7363,21.80081,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=142","2022-10-26 05:47:45-05"
10,"Xilitla Shop","María de la Luz Vázquez Ramiro",24,"San Luis Potosí",54,"Xilitla",1,"Xilitla","Miguel Álvarez Acosta 119","Centro","79900","","https://www.facebook.com/pg/latienditadexilitla/about/?ref=page_internal","pameamano@yahoo.com.mx",-98.99152,21.3858,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=10","2019-11-07 08:03:00-06"
102,"Casa de Artesanías El Nicho","Ana Lilia Valdez Zayas",26,"Sonora",3,"Alamos",1,"Álamos","Juárez 15","Centro","85760","","http://www.elnichoalamos.com","elnichoartesanias@hotmail.com",-108.93525,27.02179,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=102","2021-08-02 08:17:54-05"
98,"Curiosidades y regalos Lydia","Lydia Palomares Esquer",26,"Sonora",3,"Alamos",1,"Álamos","Morelos 1","Centro","85760","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=98","2021-04-29 11:12:50-05"
103,"Mercado de Artesanías","Ayuntamiento de Alamos",26,"Sonora",3,"Alamos",1,"Álamos","Carr. salida a Navojoa s/n","","85760","","","antonioestrada.cantua@gmail.com",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=103","2023-08-07 06:28:43-06"
138,"Cooperativa La Placita","Balvanera Núñez Castillo",26,"Sonora",3,"Alamos",2,"La Aduana","Domicilio conocido. La plaza","La aduana, Centro","85762","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=138","2021-07-07 10:38:03-05"
107,"La casa de cobre","Miguel Portillo Gardner",26,"Sonora",19,"Cananea",1,"Heroica Ciudad de Cananea","Blvd. Lazaro Gutierrez de Lara s/n","Col. Industrail","84620","","https://www.facebook.com/lacasadecobre/","mickyportillo@hotmail.com",-110.29264,30.98968,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=107","2023-06-29 05:59:59-06"
281,"Mayom Ta Teckil","",26,"Sonora",26,"Etchojoa",65,"El Rodeo","","","","","https://es-la.facebook.com/mayomtateckilartesania/","",-109.64114,27.01588,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=281","2023-02-16 07:37:56-06"
106,"Artesanías Lutisuc Asociación Cultural","Lutisuc Asociación Cultural  I.A.P., A.C.",26,"Sonora",30,"Hermosillo",1,"Hermosillo","Plaza Bicentenario, Ignacio Comonfort 50-E","Col. Centenario","83150","","https://lutisuc.org/","lutisuc@hotmail.com",-110.95792,29.07392,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=106","2024-12-02 09:43:12-06"
