teatro_id,teatro_nombre,teatro_fecha_fundacion,teatro_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,teatro_calle_numero,teatro_colonia,teatro_cp,teatro_telefono1,pagina_web,facebook,twitter,instagram,email,gmaps_longitud,gmaps_latitud,teatro_aforo,teatro_tipo_escenario,link_sic,fecha_mod
439,"Teatro Francisco Fuentes Madaleno","1952-01-01","Gobierno de la Ciudad de México/Alcaldía Gustavo A. Madero",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Lindavista s/n entre Matanzas y Lima, Parque Deportivo Miguel Alemán","Col. Lindavista","07300","55 5119 5364","https://www.gamadero.cdmx.gob.mx","","","","",-99.12801,19.49283,250,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=439","2023-12-06 08:32:06-06"
402,"Teatro al Aire Libre Tío Gamboín","1972-12-01","Gobierno de la Ciudad de México/Secretaría del Medio Ambiente/Centro de Convivencia Infantil",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Loreto Fabela s/n, Bosque de San Juan de Aragón","","07920","55 5100 2829 ext. 109","https://www.sedema.cdmx.gob.mx","","","","bosquearagon@hotmail.com",-99.0793,19.4613,1500,"isabelino","http://sic.gob.mx/ficha.php?table=teatro&table_id=402","2023-12-06 07:36:37-06"
199,"Teatro Morelos IMSS","1962-02-23","Instituto Mexicano del Seguro Social (IMSS)",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. San Juan de Aragón 311 esq. Eduardo Molina","Col. San Pedro El Chico","07480","55 5781 4390","https://teatrodelanacion.com.mx/teatros/teatro-morelos/","","","","teatros.metropolitanos@fidteatros.com.mx",-99.09733,19.47848,412,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=199","2023-12-05 13:48:50-06"
440,"Teatro al Aire Libre Carlos Colorado","1984-01-01","Gobierno de la Ciudad de México/Alcaldía Gustavo A. Madero",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Ejido esq. Benito Juárez","Col. 25 de Julio","07520","55 5118 2800 ext. 7201"," http://www.gamadero.gob.mx","https://www.facebook.com/profile.php?id=100064949131330","","","carloscolorado.gam@gmail.com",-99.08091,19.49541,1000,"Cuadrado Frontal","http://sic.gob.mx/ficha.php?table=teatro&table_id=440","2023-12-06 06:18:47-06"
252,"Teatro Tepeyac Carmen Montejo","1960-06-01","Instituto Mexicano del Seguro Social (IMSS)",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Calz. de Guadalupe 497","Col. Estrella","07810","55 5517 6560","https://teatrodelanacion.com.mx/teatros/teatro-tepeyac/","https://www.facebook.com/TeatroTepeyacOficial","","","magaly.gayosso@imss.gob.mx",-99.12127,19.47342,688,"italiano con escenario giratorio","http://sic.gob.mx/ficha.php?table=teatro&table_id=252","2023-12-06 09:07:33-06"
685,"Sala de Conciertos Tepecuicatl","1993-03-17","Alcaldía Gustavo A. Madero/Subdirección de Promoción y Difusión Cultural",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Cantera 12 esq. Misterios","Barrio Rosas del Tepeyac","07010","55 5748 0949, 55 4291 8699","","https://www.facebook.com/profile.php?id=100067120839643","","","gam.spdc@gmail.com",-99.11692,19.48911,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=685","2024-03-15 07:12:19-06"
735,"Foro Escénico del Faro de Oriente","2011-09-01","Secretaría de Cultura de la Ciudad de México",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Calz. Ignacio Zaragoza s/n","Col. Fuentes de Zaragoza","09150","(55) 5738 7443 ","https://www.cultura.cdmx.gob.mx/recintos/faro-oriente","","","","farodeorientedireccion@yahoo.com.mx",-99.01008,19.36994,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=735","2019-02-07 07:30:45-06"
315,"Teatro del Fuego Nuevo","1979-05-04","Universidad Autónoma Metropolitana, Unidad Iztapalapa",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Av. San Rafael Atlixco 186, edif. B,  P.B.","Col. Vicentina","09340","55 5804 4820, 55 5804 4821","http://www.comunicacionsocial.uam.mx/cultura.html","https://www.facebook.com/p/Teatro-del-Fuego-Nuevo-UAM-Iztapalapa-100063536589739/","","","",-99.07245,19.36128,190,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=315","2023-12-06 10:17:07-06"
728,"Teatro del Centro Cultural Fausto Vega","2014-03-09","Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Alfonso del Toro s/n","Col. Escuadrón 201","09000","55 4528 2551","https://carteleradeteatro.mx/teatro/teatro-del-centro-cultural-fausto-vega/","","","","fidel.sandoval70@gmail.com; promocionculturaliztapalapa@gmail.com",-99.11116,19.36668,1164,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=728","2021-10-21 09:26:08-05"
417,"Teatro San Jerónimo Independencia","1962-04-01","",9,"Ciudad de México",8,"La Magdalena Contreras",1,"La Magdalena Contreras","Periférico Sur 3400, Unidad Independencia","Col. San Jerónimo Lídice","10100","55 5595 2117","","","","https://www.instagram.com/teatrosanjeronimoindependencia","",-99.20972,19.33404,467,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=417","2023-12-05 10:14:10-06"
511,"Teatro del Centro Cultural Helénico","1979-06-12","Secretaría de Cultura Federal/Centro Cultural Helénico",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1500","Col. Guadalupe Inn","01020","55 4155 0900 y 01","//www.helenico.gob.mx","//www.facebook.com/CCHelenico/?ref=bookmarks","Helenico","","helenico@cultura.gob.mx",-99.19005,19.35306,460,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=511","2023-12-05 10:37:31-06"
423,"Teatro López Tarso","1988-01-29","Gobierno de la ciudad de México/Centro Cultural San Ángel",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1733 esq. Francisco I. Madero","Col. San Ángel","01000","55 5616 1254","","https://www.facebook.com/teatroignaciolopeztarso/","","","centroculturalsanangel@hotmail.com",-99.19038,19.34542,400,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=423","2021-09-17 14:59:40-05"
512,"Foro La Gruta","1988-01-13","Secretaría de Cultura/Centro Cultural Helénico",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1500","Col. Guadalupe Inn","01020","55 4155 0919","http://www.helenico.gob.mx","https://www.facebook.com/CCHelenico/?ref=bookmarks","Helenico","","",-99.19013,19.35245,80,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=512","2022-07-22 12:27:17-05"
931,"Foro 1869","1000-01-01","Privado",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Insurgentes Sur 1869","Col. Guadalupe Inn","01020","55 7743 5982","http://foro1869.com","https://www.facebook.com/Foro1869/","","","foro1869@gmail.com",-99.18541,19.35495,250,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=931","2025-06-17 13:30:31-06"
477,"Teatro Carpa Geodésica","1975-01-06","Teatro de Papel, A.C.",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. de los Insurgentes Sur 2135","Col. San Ángel","01000","55 5616 0866","","https://www.facebook.com/CarpaGeodesicaTeatro","","","teatrocarpageodesica@hotmail.com",-99.18856,19.34571,250,"isabelino","http://sic.gob.mx/ficha.php?table=teatro&table_id=477","2021-09-20 06:24:57-05"
422,"Teatro de la Juventud","1989-01-01","Alcaldía Álvaro Obregón/Dirección General de Cultura, Educación y Deporte/Coordinación de Fomento Cultural y Educación",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Calle 10 s/n esq. Canario","Col. Tolteca","01150","","","https://www.facebook.com/carteleradeteatrocdmx/","","","teatro_juventud_dao@hotmail.com",-99.19472,19.39025,1195,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=422","2024-06-03 10:43:34-06"
478,"Claustro Románico","1979-06-12","Instituto Cultural Helénico, A.C.",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1500","Col. Guadalupe Inn","01020","55 1885 8445","https://helenico.edu.mx/","https://www.facebook.com/InstitutoHelenico","https://twitter.com/IHelenico","","ich@helenico.edu.mx; vinculacion@helenico.edu.mx",-99.18987,19.35301,300,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=478","2023-07-31 05:43:37-06"
513,"Capilla Gótica del Siglo XIV ","1979-06-12","Instituto Cultural Helénico, A.C.",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1500","Col. Guadalupe Inn","01020","55 1885 8445","https://helenico.edu.mx/","https://www.facebook.com/InstitutoHelenico/","IHelenico","","ich@helenico.edu.mx; vinculacion@helenico.edu.mx",-99.18987,19.35302,300,"rectangular","http://sic.gob.mx/ficha.php?table=teatro&table_id=513","2023-02-02 06:31:32-06"
251,"Teatro Santa Fe/Unidad Médico Familiar 12","1958-03-07","Instituto Mexicano del Seguro Social (IMSS)",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Plaza de los Héroes  s/n","U.H. Santa Fe","01170","55 5516 2163","","","","","teatrosantafeimss@hotmail.com",-99.20458,19.38827,270,"cuadrado","http://sic.gob.mx/ficha.php?table=teatro&table_id=251","2021-09-20 11:19:24-05"
914,"Teatro Royal Pedregal","1000-01-01","",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","Periférico Sur 4363","Col. Jardines en la Montaña","14210","55 2155 3420","","https://www.facebook.com/elroyalpedregal/?locale=es_LA","","https://www.instagram.com/teatroroyalpedregal/?hl=en","",-99.20023,19.30365,384,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=914","2025-06-12 14:21:53-06"
332,"Foro José Solé","1999-11-21","Delegación Zona Regional Sur del ISSSTE/Subdirección de Acción Cultural",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","San Fernando 15","Col. Toriello Guerra","14050","55 5665 1245","","","","","",-99.17168,19.29387,130,"frontal","http://sic.gob.mx/ficha.php?table=teatro&table_id=332","2025-05-27 08:53:45-06"
429,"Teatro María Tereza Montoya","1985-05-01","Alcaldía  Benito Juárez/Coordinación de Cultura/Subdirección de Derechos Culturales Recreativos y Educativos",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Eje Central Lázaro Cárdenas 912 ","Col. Segunda del Periodista","03620","55 5674 2533","","https://www.facebook.com/TeatroMariaTerezaMontoya","",""," Tmariaterezamontoya@gmail.com",-99.14747,19.38309,396,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=429","2024-06-05 10:21:34-06"
918,"Foro Teatral Bellescene","2017-04-08","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Zempoala 90, esq. La Morena y Xola","Col. Narvarte","03020","55 7576 9084","https://www.timeoutmexico.mx/ciudad-de-mexico/teatro/foro-cultural-bellescene","https://www.facebook.com/ForoBellescene/?fref=mentions","ForoBellescene","","socialbellescene@gmail.com",-99.14793,19.39782,0,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=918","2021-09-21 13:11:44-05"
483,"Teatro 11 de Julio","1960-04-29","Sindicato de Trabajadores Mineros, Metalúrgicos y Similares de la R.M.",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Doctor Vértiz 668","Col. Narvarte","03020","55 5538 2964","http://cdmxtravel.com/es/lugares/teatro-11-de-julio.html","","","","",-99.15069,19.39661,533,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=483","2021-09-27 11:39:36-05"
342,"Teatro de la Comedia - Wilberto Cantón","1983-04-13","Sociedad General de Escritores de México SOGEM",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","José María Velasco 59","Col. San José Insurgentes","03900","55 5660 8590","https://www.sogem.org/teatrowilbertocanton","https://www.facebook.com/pages/Teatro%20Wilberto%20Canton/440058462798614/","","","teatrodelacomedia@gmail.com; jgutierrez@sogem.org.mx",-99.18653,19.36422,370,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=342","2021-09-28 08:28:35-05"
1060,"Foro de la Casa de Cultura Zacahuitzco","1980-03-01","Alcaldía Benito Juárez",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Valdivia 87 ","Col. Zacahuitzco","03550","55 2065 1616","","https://www.facebook.com/profile.php?id=100089897811364","","https://www.instagram.com/c.c._zacahuitzco/","c.c.zacahuitzco@gmail.com",-99.13699,19.3735,50,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=1060","2025-06-06 13:03:11-06"
424,"Teatro Polyforum","1971-12-15","Polyforum Cultural Siqueiros, A.C.",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Insurgentes Sur 701 esq. Filadelfia","Col. Nápoles","03810","55 5536 4520 ext. 102","http://cdmxtravel.com/es/lugares/polyforum-cultural-siqueiros.html","","","","dralfredosuarez@polyforumsiqueiros.com",-99.1734,19.39333,550,"arena","http://sic.gob.mx/ficha.php?table=teatro&table_id=424","2021-09-29 05:57:16-05"
689,"Foro de los Hermanos Soler","1957-01-01","Gobierno del Distrito Federal/Delegación Benito Juárez",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Miguel Laurent entre Dr. Vertiz y División del Norte","Col. Santa Cruz Atoyac","03310","55 5422 5300 ext. 1293","","","","","",-99.15607,19.37314,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=689","2021-09-21 07:19:49-05"
494,"Foro Contigo América","1990-08-18","Contigo America Institución Teatral Independiente, A.C. ",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Arizona 156","Col. Nápoles","03810","55 5669 3589","http://contigoamerica.org.mx","https://www.facebook.com/ContigoAmerica","","","contigoamerica@yahoo.com.mx",-99.18057,19.39281,90,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=494","2021-09-20 12:18:42-05"
521,"Nuevo Teatro  Libanés","1986-01-23","Centro Libanés, A.C.",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Barranca del Muerto esq. 2 de Abril","Col. Crédito Constructor","03940","555801 3165","https://carteleradeteatro.mx/teatro/sur/teatro-libanes/","","","","",-99.18054,19.36308,535,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=521","2022-07-25 06:38:29-05"
846,"Foro El Cubo","2015-06-04","Compañía Perro Teatro",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Lic. Grajales Robles 28 esq. Adolfo Prieto y Mier y Pesado","Col. Del Valle","03103","55 3389 0767","https://www.timeoutmexico.mx/ciudad-de-mexico/teatro/foro-el-cubo","https://www.facebook.com/ForoelCubo2015/","foroelcubo","","perroteatro@yahoo.com; foroelcubo@gmail.com",-99.16431,19.40007,40,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=846","2021-09-21 13:05:14-05"
839,"Amacalone. Teatro de arte dramático","2013-07-01","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Soria 65","Col. Alamos","03400","55 1360 6384","","https://www.facebook.com/FEITHM/","","","amacalone@hotmail.com",-99.14324,19.39779,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=839","2021-09-20 11:46:38-05"
484,"Teatrín Pedro Infante","2000-10-21","Asociación Nacional de Actores (ANDA)",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Petén 45 Nte.","Col. Narvarte","03020","55 5519 3507","","","","","iasoler@institutoandressoler.com",-99.15194,19.40237,0,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=484","2021-07-09 15:17:47-05"
811,"El Telón de Asfalto","1995-03-14","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Perpetua 4","Col. San José Insurgentes","03900","55 5615 0598 ","http://www.telondeasfalto.com.mx/","https://www.facebook.com/telondeasfalto/","TELONDEASFALTO","","info@telondeasfalto.com.mx",-99.18243,19.36606,200,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=811","2021-09-21 06:10:16-05"
509,"Foro al aire libre Gabriel Figueroa","2012-11-08","Secretaría de Cultura/Cineteca Nacional",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Av. México Coyoacán 389 ","Col. Xoco","03330","55 4155 1200","https://www.cinetecanacional.net/controlador.php?opcion=FoAL","https://www.facebook.com/CinetecaMexico/","","","info@cinetecanacional.net",-99.16475,19.36047,600,"frontal","http://sic.gob.mx/ficha.php?table=teatro&table_id=509","2021-11-11 11:38:30-06"
431,"Foro Cultural San Simón","1989-05-06","Alcaldía  Benito Juárez/Coordinación de Cultura/Subdirección de Derechos Culturales Recreativos y Educativos",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Parque Pascual Ortiz Rubio s/n entre Centenario y Juan Escutia","Col. San Simón Ticumác","03660","55 5609 0753","https://inba.gob.mx/recinto/485","https://www.facebook.com/ForoCulturalSanSimonABJ?mibextid=ZbWKwL","https://twitter.com/ritamobu","foro.cultural.san.simonabj y ritamobu69","foroculturalbj@gmail.com",-99.14328,19.37473,150,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=431","2024-06-05 10:21:41-06"
389,"Sala Julián Carrillo","1976-10-11","UNAM/Radio UNAM",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Adolfo Prieto 133","Col. del Valle","03100","55 5623 3281","http://www.radiounam.unam.mx/","https://www.facebook.com/radiounam?fref=ts","","","radio@unam.com",-99.16608,19.39834,180,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=389","2021-09-21 13:54:57-05"
522,"Teatro de los Insurgentes","1953-04-30","Televisa, S.A. de C.V.",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Insurgentes Sur 1587","Col. San José Insurgentes","03900","55 5598 6894","http://cdmxtravel.com/es/lugares/teatro-de-los-insurgentes.html","https://www.facebook.com/teatroinsurgentes/","","","teatroinsurgentes@prodigy.net.mx",-99.18242,19.36408,959,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=522","2021-09-28 08:42:22-05"
204,"Teatro Julio Prieto","1960-05-19","Instituto Mexicano del Seguro Social (IMSS)",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Av. Xola 809 esq. Nicolás San Juan","Col. Del Valle","03100","55 5639 9816","","https://www.facebook.com/TeatroXolaJulioPrieto/","","","eric.santos@imss.gob.mx",-99.16114,19.39602,501,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=204","2021-09-28 09:02:17-05"
871,"Foro La Teatrería","2015-02-25","",9,"Ciudad de México",15,"Cuauhtémoc",0,"Total del Municipio","Tabasco 152","Col. Roma","","(55) 5207 3234","http://lateatreria.com","","","","shoshana@lateatreria.com",-99.15931,19.41919,100,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=871","2017-03-13 13:57:55-06"
759,"Foro SALA Club","1000-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Puebla 186","Col. Roma Norte","06721","55 5511 5946","http://sala.club","","","","contrataciones@sala.club.com; prensa@sala.club.com",-99.16369,19.42199,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=759","2022-12-15 03:25:45-06"
380,"Foro El Círculo Teatral ","2004-04-07","El Círculo Teatral, S.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Veracruz 107","Col. Condesa","06140","55 5553 1383","","","","","elcirculoteatral@hotmail.com",-99.17233,19.41558,70,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=380","2022-09-01 04:29:02-05"
1003,"Foro Sugar","2011-01-01","Centro Cultural Sylvia Pasquel",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Juan Escutia 96","Col. Condesa","06140","55 5211 4941","https://forosylviapasquel.com/foro-sugar","https://www.facebook.com/foro.pasquel","foropasquel","","foropasquel@hotmail.com",-99.17655,19.41563,55,"frontal","http://sic.gob.mx/ficha.php?table=teatro&table_id=1003","2022-07-08 06:53:56-05"
812,"Foro Nahui Olin","2011-01-01","Centro Cultural Sylvia Pasquel",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Juan Escutia 96","Col. Condesa","06140","55 5211 4941","http://www.centroculturalsylviapasquel.com/NAHUI.html","https://www.facebook.com/foro.pasquel","foropasquel","","foropasquel@hotmail.com; marisol@centroculturalsylviapasquel.com",-99.17655,19.41563,140,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=812","2022-07-08 06:45:53-05"
428,"Teatro Sergio Magaña","1991-07-26","Secretaría de Cultura de la Ciudad de México",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Sor Juana Inés de la Cruz 114","Col. Santa María la Ribera","06400","(55) 5547 0931","http://teatros.cultura.cdmx.gob.mx/foro/teatro-sergio-maga%C3%B1a","https://www.facebook.com/TeatroSergioMagana/","","","teatrosergiomagana@df.gob.mx",-99.16068,19.44529,321,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=428","2019-10-25 07:11:49-05"
902,"Sensorama","2013-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Zacatecas 155","Col. Roma Norte","06700","55 1998 2586","http://www.sensorama.mx/","https://www.facebook.com/sensorama.mx/","","","delfinsensorama@gmail.com; preventa.sensorama@gmail.com",-99.16448,19.41324,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=902","2020-05-25 15:59:39-05"
837,"Foro Indie Rocks","1000-01-01","Grupo Indie Rocks",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Zacatecas 39","Col. Roma Nte.","06700","55 6394 7745","https://www.indierocks.mx/","https://www.facebook.com/foroindierocks/timeline","indierocks","https://www.instagram.com/indierocksmagazine","",-99.15617,19.41665,1500,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=837","2023-09-27 11:19:55-06"
396,"Teatro del Palacio de Bellas Artes","1934-09-29","Secretaría de Cultura/INBA",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Juárez 1","Centro","06050","55 8647 6500 exts. 2152, 2153, 2154","http://www.palacio.bellasartes.gob.mx/","","","","gpba.palaciodebellasartes@inba.gob.mx; gerenciapba@inba.gob.mx",-99.14123,19.43566,1590,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=396","2025-06-06 13:46:45-06"
900,"Foro Lucerna","2013-03-17","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Lucerna 64","Col. Juárez","06600","55 5535 4178","www.teatromilan.com","facebook.com/TeatroMilanForoLucerna","@ForoLucerna","@teatromilan_forolucerna","info@teatromilanforolucerna.com",-99.15672,19.42996,90,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=900","2024-10-18 12:28:57-06"
473,"Teatro Jorge Negrete","1957-12-05","Asociación Nacional de Actores (ANDA)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Manuel Ignacio Altamirano 128","Col. San Rafael","06470","55 5535 2246","","https://www.facebook.com/pages/Teatro%20Jorge%20Negrete%20M%C3%A9xico%20DF/140629062660175/?locale=es_LA","","","jorgenegreteteatro@hotmail.com",-99.1634,19.43493,602,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=473","2023-12-05 10:04:46-06"
249,"Teatro Isabela Corona","1962-02-15","Instituto Mexicano del Seguro Social (IMSS)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Eje Central Lázaro Cárdenas 445","Col. Unidad Nonoalco-Tlatelolco","06900","(55) 5782 1646","http://fidteatros.com.mx/new_site/teatros/teatro-isabela-corona","","","","chavalone_62@hotmail.com",-99.13767,19.45259,482,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=249","2018-09-25 13:03:44-05"
770,"Foro del Tejedor","1991-01-01","Cafebrería el Péndulo S.A. de C.V. ",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Alvaro Obregon 86, piso 3 (entre Orizaba y Córdova)","Col. Roma","06700","55 5574 7034","http://forodeltejedor.com","","","","esteban@pendulo.com; xana@pendulo.com",-99.15915,19.41863,114,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=770","2025-06-09 16:59:52-06"
827,"Sala de teatro Así que pasen cinco años","2013-10-24","Telemakia Teatro",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Cacahuamilpa 24","Col. Hipodroma Condesa","","55 6390 2422","http://www.facebook.com/telemakia.heleannejuancristobalcastillo","","","","heleannebs@hotmail.com",-99.16773,19.41528,17,"irregular","http://sic.gob.mx/ficha.php?table=teatro&table_id=827","2021-05-27 04:29:12-05"
748,"Espacio Universitario de Cultura Off Spring","2012-08-27","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Francisco Pimentel 14 (entre José Rosas Moreno e Ignacio Altamirano)","Col. San Rafael","06470","(55) 5592 0619","","","","","foroffspring@hotmail.com",-99.162,19.43861,300,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=748","2018-08-23 05:25:00-05"
768,"Foro Lenin","1985-01-01","Centro Mexicano de Estudios Culturales y Sociales, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Mérida 98 esq. Tabasco","Col. Roma","06700","55 5511 1027, 5514 7865","https://forolenin.com/el-foro/","https://www.facebook.com/Forolenin/","","forolenin","forolenin@gmail.com; info@forolenin.gom",-99.15719,19.41958,220,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=768","2024-12-02 13:30:33-06"
813,"Foro Claudia","2011-01-01","Centro Cultural Sylvia Pasquel",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Juan Escutia 96","Col. Condesa","06140","(55) 5211 4941","https://forosylviapasquel.com/foro-claudia","https://www.facebook.com/foro.pasquel","foropasquel","","foropasquel@hotmail.com; marisol@centroculturalsylviapasquel.com",-99.17655,19.41563,55,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=813","2022-07-08 06:48:27-05"
476,"Anfiteatro Simón Bolívar","1910-09-22","UNAM/Antiguo Colegio de San Ildefonso",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Justo Sierra 16 ","Centro","06000","55 5702 4221","https://culturaunam.mx/vertice/index.php/venue/anfiteatro-simon-bolivar/","","","","anfi@servidorunam.com; anfi@unam.mx",-99.13101,19.4358,457,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=476","2025-05-14 13:31:16-06"
1002,"Teatro Varsovia","2022-03-03","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Varsovia 9","Col. Juárez ","06600","55 4894 9259","","https://www.facebook.com/teatrovarsovia","teatrovarsovia","","teatrovarsovia@gmail.com",-99.16891,19.42565,180,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=1002","2022-03-04 08:28:21-06"
452,"Teatro Ciudadela","1954-11-01","Subdirección de Acción Cultural del ISSSTE/Sindicato Nacional de los Trabajadores",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Tres Guerras 9","Centro","06040","","","","","","",-99.1509,19.43016,422,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=452","2025-05-27 12:54:47-06"
