fototeca_id,fototeca_nombre,fototeca_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,fototeca_calle_numero,fototeca_colonia,fototeca_cp,fototeca_telfono1,fototeca_pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
21,"Fototeca del Archivo General del Estado de Oaxaca (AGEO)","Gobierno del Estado",20,"Oaxaca",67,"Oaxaca de Juárez",1,"Oaxaca de Juárez","Calle Los pinos, esquina Av. Canteras s/n","Santa María Ixcotel","71228","","","jacobo.babines@oaxaca.gob.mx",-96.74746,17.07212,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=21","2019-06-25 09:12:54-05"
138,"Fototeca Juan Crisóstomo Méndez","Organismo Público Descentralizado Museos Puebla",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Parque Paseo de Gigantes, Francisco Villa 4","Col. Las Fuentes","72110","","","complejo.laconstancia@puebla.gob.mx",-98.23187,19.09193,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=138","2024-08-08 11:10:44-06"
119,"Fototeca BUAP","Benemérita Universidad Autónoma de Puebla",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","3 Oriente 212 ","Centro Histórico","72000","","","didcav@siu.buap.mx",-98.19675,19.04257,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=119","2019-04-23 11:08:58-05"
26,"Fototeca Lorenzo Becerril, A.C.","Privado",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Av. 35 Pte. 101-104","Huexotitla","72534","","","liliapue@hotmail.com",-98.20662,19.03128,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=26","2019-04-23 11:11:46-05"
24,"Fotografías y Negativos del Gobierno del Dr. Alfredo Toxqui","Gobierno del Estado de Puebla",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Av. Reforma 1305 Altos","Centro Histórico","72000","","","antonio.blanco.agep@gmail.com",-98.20051,19.04536,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=24","2019-04-23 11:01:04-05"
25,"Fototeca Antica, A.C.","Privado",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Camino de San Francisco 2-B","San José del Puente","72150","","","info@fototeca.Antica.net",-98.24512,19.06661,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=25","2019-04-23 11:01:36-05"
27,"Fototeca del Centro de Documentación e Investigación Ferroviarias (CEDIF)","Secretaría de Cultura/Centro Nacional para la Preservación del Patrimonio Cultural Ferrocarrilero",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","11 Nte. 1005","Centro Histórico","72000","","","museoferrocarriles@cultura.gob.mx",19.05518,19.05518,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=27","2023-09-20 07:23:46-06"
126,"Archivo Fotográfico del Museo Regional de Querétaro","Secretaría de Cultura/INAH",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Corregidora 3 Sur","Centro Histórico","76000","","","arturo6008@hotmail.com",-100.39107,20.59263,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=126","2024-11-15 11:51:38-06"
28,"Archivo Histórico del Estado de Querétaro","Gobierno del Estado de Querétaro",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Francisco I. Madero 70 pte.","Centro Histórico","76000","",""," atencionciudadana@queretaro.gob.mx",-100.39622,20.5914,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=28","2024-02-27 07:45:17-06"
7,"Fondo Fotográfico de Quintana Roo","Archivo General del Estado de Quintana Roo",23,"Quintana Roo",4,"Othón P. Blanco",1,"Chetumal","Manuel M. Diéguez y Calz. Veracruz","Col. López Mateos","77000","","","archivo@qroo.gob.mx",0,0,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=7","2018-07-16 04:53:08-05"
150,"Imágenes Históricas de San Luis Potosí, A. C.","",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","20 de Noviembre 125","Centro Histórico","78040","","","",-100.97181,22.15279,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=150","2021-11-29 07:16:02-06"
131,"Fototeca del Museo Regional Potosino","Secretaría de Cultura/INAH",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Hermenegildo Galeana 450","Centro Histórico","78000","","","museoregionalpotosino.direccion@yahoo.com.mx",-100.97849,22.14875,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=131","2019-04-08 06:20:52-05"
9,"Archivo Histórico del Estado de San Luis Potosí Lic. Antonio Rocha","Gobierno del Estado de San Luis Potosí",24,"San Luis Potosí",28,"San Luis Potosí",1,"San Luis Potosí","Mariano Arista 400","Centro Histórico","78000","","","difusion@archivohistoricoslp.gob.mx",-100.98003,22.15286,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=9","2019-08-14 04:18:40-05"
13,"Fototeca de la Dirección General de Boletín Oficial y Archivo del Estado","Gobierno del Estado",26,"Sonora",30,"Hermosillo",1,"Hermosillo","Garmendia 157 Sur","Centro","83000","","","boletinoficial@sonora.gob.mx",-110.95423,29.07771,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=13","2018-09-06 06:22:35-05"
128,"Fototeca del Centro INAH Tabasco","Secretaría de Cultura/INAH",27,"Tabasco",4,"Centro",1,"Villahermosa","Plutarco Elías Calles 401 esq. Obrero Mundial","Col. Jesús García","86040","","","gaviota75@hotmail.com",-92.93342,17.99453,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=128","2024-11-06 13:25:53-06"
95,"Fototeca del Archivo Histórico Municipal Juan E. Richer","Ayuntamiento de Nuevo Laredo",28,"Tamaulipas",27,"Nuevo Laredo",1,"Nuevo Laredo","Av. César López de Lara 1106","Centro","88000","","","agmnuevolaredo@gmail.com",-99.51718,27.48949,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=95","2024-03-01 06:27:48-06"
15,"Archivo Histórico de Tampico Carlos González Salas","Ayuntamiento de Tampico",28,"Tamaulipas",38,"Tampico",1,"Tampico","Lauro Aguirre 105","Col. Melchor Ocampo","89260","","","archivo.histórico@tampico.gob.mx",0,0,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=15","2018-07-13 05:50:43-05"
139,"Fototeca del Archivo General e Histórico del Estado de Tamaulipas","Gobierno del Estado de Tamaulipas",28,"Tamaulipas",41,"Victoria",1,"Ciudad Victoria","Prol. Blvd. Praxedis Balboa. Libramiento Naciones Unidas","Parque Bicentenario","87083","","","archivo.general@tamaulipas.gob.mx",-99.1253,23.73065,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=139","2025-03-11 18:46:22-06"
16,"Archivo General del Estado de Veracruz","Gobierno del Estado de Veracruz",30,"Veracruz de Ignacio de la Llave",87,"Xalapa",1,"Xalapa-Enríquez","Hermenegildo Galeana s/n esq. Venustiano Carranza","Col. Francisco I. Madero","91070","","","agev@veracruz.gob.mx",-96.93222,19.52428,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=16","2018-07-19 05:35:26-05"
120,"Fototeca del Centro INAH Veracruz","Conaculta/INAH",30,"Veracruz de Ignacio de la Llave",193,"Veracruz",1,"Veracruz","Benito Juárez 425-431","Centro Histórico","917000","","","raquel_martinez@inah.gob.mx",-96.14184,19.19965,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=120","2024-02-28 07:01:48-06"
17,"Fototeca de Veracruz Juan Malpica Mimendi","Instituto Veracruzano de la Cultura/Subdirección de Artes y Patrimonio",30,"Veracruz de Ignacio de la Llave",193,"Veracruz",1,"Veracruz","Callejón El Portal de Miranda 9","Centro Histórico","91700","","","fototecadeveracruz2014@outlook.com",-96.13787,19.2002,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=17","2018-07-23 10:37:15-05"
137,"Fondo Audiovisual","Centro de Apoyo a la Investigación Histórica de Yucatán",31,"Yucatán",50,"Mérida",1,"Mérida","Calle 64 núm. 518","Centro","97000","","","patrimonio.icy@yucatan.gob.mx ",-89.62632,20.96506,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=137","2018-05-11 12:37:02-05"
3,"Fototeca Pedro Guerra","Universidad Autónoma de Yucatán",31,"Yucatán",50,"Mérida",1,"Mérida","Calle 76 núm. 455 -LL entre 41 y 43","Centro","97000","","","cinthya.cruz@correo.uady.mx ",-89.63129,20.98021,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=3","2018-05-11 12:06:22-05"
4,"Fototeca del Centro INAH Yucatán","Secretaría de Cultura/INAH",31,"Yucatán",50,"Mérida",1,"Mérida","Antigua Carr. a Progreso km 6.5","Gonzalo Guerrero","97310","","","inahyuc@prodigy.net.mx",-89.62549,21.02606,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=4","2018-05-11 13:08:42-05"
134,"Fototeca del Estado de Zacatecas Pedro Valtierra","Instituto Zacatecano de Cultura Ramón López Velarde",32,"Zacatecas",56,"Zacatecas",1,"Zacatecas","Fernando Villalpando 406","Centro Histórico","98000","","","fototecadezacatecas@gmail.com",-102.57439,22.77496,"http://sic.gob.mx/ficha.php?table=fototeca&table_id=134","2019-06-04 07:20:55-05"
